RESPID;Q2_How many powerboats do you currently own?;Q2_Cluster_Own a boat?;Q4_Approximately how much did you pay for your current Boat?;Q5_What is the horse power of your engine brand/current boat engine? (the boat you want to buy);Q6_Length of Boat (in Feet);Q8_How would you rate your experience regarding boating?;Q10_During your boating season, how many days out of the year do you typically use your boat;Q11_Gender;Q12_HOUSEHOLD income;Q13_Are you now married, widowed, divorced, separated, never married, or living with a partner?;Q14_Current Employment Status;Q17_Recommend;Q18_PurchaseFuture
5441;1;1;3;3;22;4;30;2;12;1;5;1;0
7173;1;1;3;3;22;2;104;1;10;3;2;0;0
19937;1;1;3;3;18;3;30;2;15;1;1;1;0
2848;0;0;2;3;18;2;15;2;11;1;7;0;0
6462;0;0;4;3;21;2;25;1;16;1;1;0;0
4838;1;1;2;3;22;2;25;1;13;1;1;0;0
2415;1;1;1;3;22;3;20;1;13;5;1;0;0
6336;0;0;5;3;25;2;100;2;14;1;1;0;0
7995;0;0;2;3;24;2;90;1;11;1;1;0;0
225423;1;1;2;3;20;4;60;2;17;1;1;1;0
1288;0;0;3;3;15;1;50;1;12;1;6;1;0
5451;1;1;5;3;25;2;35;1;16;1;1;0;0
480148;1;1;2;3;17;2;30;1;13;1;5;0;0
2812;2;1;3;3;18;3;100;1;14;1;2;0;0
225667;4;1;3;3;17;3;60;1;14;1;2;0;0
19233;1;1;4;3;22;2;30;1;16;1;1;1;0
403;1;1;2;3;11;2;30;1;10;1;5;0;0
8434;1;1;3;3;23;2;20;1;11;5;1;1;0
485851;0;0;1;3;18;2;10;1;14;1;1;0;0
234044;1;1;4;3;25;2;100;2;15;1;1;0;0
221857;1;1;3;3;15;3;30;2;15;1;5;0;0
485106;1;1;4;3;22;3;25;1;17;1;1;0;0
21195;1;1;1;3;15;2;15;2;11;3;1;0;0
484320;1;1;3;3;20;2;20;2;14;1;2;0;0
13202;0;0;3;3;17;2;100;1;11;2;1;1;0
2225;1;1;3;3;18;3;100;1;15;3;1;1;0
6624;0;0;2;3;20;3;45;1;11;1;5;1;0
16735;1;1;3;3;19;3;20;1;16;1;1;0;0
2393;1;1;2;3;20;2;100;2;14;1;3;0;0
21049;1;1;2;3;18;3;50;1;14;1;2;1;0
220356;1;1;4;3;25;3;25;1;12;1;5;0;0
10096;0;0;3;3;23;2;120;2;13;5;1;0;0
2534;1;1;2;3;20;4;150;1;11;5;5;0;0
17043;1;1;2;3;20;3;60;1;1;5;2;1;0
229601;1;1;3;3;18;4;150;2;13;1;5;0;0
16005;1;1;1;3;17;2;30;2;1;2;2;0;0
2705;1;1;3;3;21;3;20;1;17;1;1;0;0
16506;1;1;2;3;17;3;8;1;14;1;1;0;0
487280;0;0;4;3;20;3;100;1;15;1;2;0;0
1341;1;1;3;3;22;3;100;1;17;1;2;0;0
3059;1;1;2;3;20;3;65;1;1;2;6;0;0
4534;2;1;1;3;10;3;125;1;1;5;5;1;0
15368;0;0;4;3;18;3;30;1;12;1;1;0;0
481996;1;1;2;3;17;2;30;1;15;1;5;0;0
1416;2;1;2;3;18;4;100;2;12;1;5;0;0
4959;1;1;3;3;17;2;60;2;16;1;1;1;0
230895;0;0;3;3;21;3;20;1;17;1;1;0;0
233112;2;1;2;3;12;3;69;1;18;5;2;0;0
21213;0;0;11;3;25;2;15;2;17;1;4;0;0
1393;1;1;3;3;24;4;20;1;12;3;1;0;0
1765;1;1;2;3;18;2;30;2;1;1;5;0;0
236324;0;0;2;3;20;4;45;1;18;1;1;0;1
420027;1;1;3;3;25;3;40;1;16;1;1;0;1
228609;1;1;5;3;21;4;25;1;13;1;1;1;1
420818;1;1;4;3;20;3;10;2;1;3;1;1;1
420991;0;0;2;3;20;1;25;2;10;1;2;1;1
240246;2;1;7;3;20;2;20;2;18;5;1;0;1
422409;1;1;2;3;18;2;100;1;13;1;1;1;1
489661;1;1;3;3;22;2;30;2;13;1;2;1;1
235030;0;0;5;3;24;2;20;1;16;3;1;0;1
234992;1;1;5;3;30;2;50;1;14;1;1;1;1
233935;0;0;2;3;20;2;40;1;11;1;6;1;1
421649;0;0;4;3;24;4;36;1;10;1;1;1;1
226158;2;1;4;3;15;4;45;1;16;1;1;0;1
421254;0;0;2;3;24;2;15;1;1;5;1;0;1
471000;1;1;11;3;21;3;150;1;13;1;1;0;1
484463;0;0;1;3;18;2;60;2;12;1;6;0;1
227107;1;1;1;3;24;1;15;2;14;1;1;0;1
475849;1;1;6;3;22;3;22;1;1;5;4;0;1
422351;1;1;5;3;25;2;25;1;10;1;2;0;1
225571;1;1;8;3;22;2;90;2;16;5;1;0;1
470800;0;0;3;3;22;4;50;1;13;5;1;1;1
488985;0;0;3;3;20;1;10;2;1;1;7;0;1
222056;1;1;4;3;22;2;150;1;16;1;1;0;1
421828;0;0;5;3;13;2;170;2;19;1;2;1;1
224410;1;1;3;3;17;2;60;1;1;5;1;0;1
222397;1;1;3;3;20;3;40;2;16;1;7;0;1
225242;1;1;2;3;17;4;50;1;15;1;1;0;1
421249;2;1;5;3;15;3;33;1;13;1;1;1;1
236150;1;1;2;3;23;4;14;1;12;1;4;0;1
232438;2;1;8;3;23;3;80;1;17;1;1;0;1
226299;1;1;4;3;20;4;270;1;17;3;1;0;1
235104;3;1;2;3;24;4;150;1;16;1;1;1;1
422062;2;1;2;3;19;2;60;1;15;3;1;0;1
223060;1;1;3;3;22;3;40;2;15;1;1;0;1
236543;1;1;2;3;17;3;65;1;15;1;5;1;1
421207;0;0;2;3;24;1;12;1;13;1;1;0;1
231821;1;1;4;3;21;3;100;1;18;1;2;0;1
231251;1;1;4;3;24;4;200;1;14;1;5;1;1
420729;0;0;7;3;66;2;20;1;17;1;1;0;1
229300;1;1;3;3;15;1;20;1;11;1;1;0;1
233407;0;0;3;3;20;2;25;2;15;6;1;0;1
420606;1;1;4;3;20;2;100;2;16;1;7;1;1
23786;1;1;4;3;76;2;22;1;10;5;3;0;1
6406;0;0;4;3;24;3;90;1;11;6;1;0;0
7219;1;1;3;3;25;4;45;1;19;1;1;1;0
20918;1;1;2;3;18;3;20;1;13;1;1;1;0
236891;0;0;2;3;17;3;45;1;14;3;1;0;0
475868;1;1;3;3;20;3;60;2;10;1;1;1;0
2144;1;1;2;3;21;2;45;1;1;5;6;0;0
7036;0;0;2;3;25;1;30;1;1;5;1;1;0
11961;1;1;2;3;20;2;1;1;1;5;1;1;0
2108;1;1;7;3;20;2;10;1;14;4;1;0;0
1285;1;1;3;3;17;2;12;1;14;1;1;1;0
7440;1;1;7;3;25;2;3;2;16;1;1;0;0
16272;0;0;3;3;25;1;10;2;12;1;2;0;0
13842;0;0;3;3;20;1;2;2;1;5;7;1;0
15487;0;0;4;3;25;2;20;2;19;5;1;0;0
3317;2;1;6;3;20;3;35;1;18;1;1;0;0
2220;0;0;3;3;20;2;100;2;15;1;1;0;0
4762;2;1;5;3;22;2;21;1;11;1;1;1;0
15983;1;1;5;3;22;2;35;2;14;1;1;0;0
17821;0;0;2;3;60;1;150;2;14;1;3;0;0
21242;1;1;2;3;20;2;100;2;10;1;7;0;0
1452;1;1;3;3;15;2;90;2;10;5;1;0;0
14839;1;1;7;3;22;3;90;1;18;1;1;0;0
240922;2;1;6;3;20;3;15;1;16;1;1;1;0
20194;1;1;7;3;20;4;30;2;16;5;1;0;0
21287;0;0;1;3;20;2;20;2;1;6;7;0;0
22750;1;1;4;3;15;2;35;2;15;5;1;1;0
3409;0;0;6;3;17;1;60;2;15;1;1;1;0
2505;1;1;4;3;18;2;50;2;11;1;7;1;0
9254;1;1;5;3;23;1;30;2;14;1;1;0;0
7032;0;0;4;3;15;2;15;2;13;1;1;0;0
18334;1;1;8;3;50;2;20;2;15;1;1;1;0
16128;0;0;3;3;18;1;18;1;13;1;1;0;0
471693;2;1;4;3;20;4;60;1;19;1;5;0;0
3309;0;0;1;3;15;2;20;2;1;5;1;1;0
23541;1;1;4;3;25;2;260;2;1;1;1;0;0
438;1;1;2;3;16;2;30;1;13;1;1;0;0
20055;1;1;4;3;24;2;20;1;12;5;1;0;0
485885;2;1;3;3;30;3;30;1;15;6;2;0;0
422943;1;1;5;3;25;2;50;2;1;1;4;0;0
5119;1;1;3;3;24;3;32;1;15;1;2;1;0
1442;1;1;2;3;21;3;20;2;11;1;1;1;0
21954;1;1;5;3;26;2;45;1;19;5;1;0;0
8467;9;1;4;3;55;2;3;2;1;1;1;0;0
22801;0;0;3;3;18;2;30;1;16;5;7;0;0
1116;1;1;2;3;15;2;20;2;15;1;1;0;0
21618;1;1;4;3;24;2;20;2;13;1;7;0;0
5174;0;0;2;3;16;2;34;1;1;3;3;0;0
226;1;1;5;3;17;2;4;2;11;3;1;0;0
12036;0;0;5;3;50;1;20;2;13;1;1;1;0
231394;1;1;2;3;30;3;70;2;14;6;1;0;0
11433;0;0;5;3;16;3;60;1;12;6;1;0;0
23530;1;1;5;3;22;3;12;1;14;5;2;0;0
2342;1;1;2;3;20;3;50;2;16;1;1;0;0
447;1;1;4;3;6;2;5;1;12;1;1;0;0
17889;1;1;5;3;10;3;3;1;11;4;4;0;0
12446;1;1;4;3;20;2;50;1;16;1;1;0;0
489744;1;1;3;3;19;1;10;2;16;1;1;0;0
8283;0;0;1;3;20;3;10;1;10;5;1;0;0
2389;1;1;4;3;23;3;12;1;13;1;5;0;0
4489;1;1;2;3;19;3;36;1;12;1;1;0;0
9437;1;1;2;3;17;1;3;1;1;5;6;0;0
12059;0;0;2;3;18;2;75;1;15;1;1;0;0
21012;1;1;1;3;17;2;15;1;14;1;1;0;0
422098;1;1;4;3;20;3;25;2;18;1;7;0;0
3328;1;1;3;3;20;3;20;1;15;1;1;1;0
15984;1;1;3;3;25;2;25;1;13;5;1;0;0
16701;1;1;3;3;26;2;35;1;13;1;5;0;0
235833;1;1;4;3;24;2;20;1;19;1;1;0;0
420025;1;1;4;2;20;2;100;2;13;1;1;1;1
422177;1;1;4;2;30;3;30;2;12;3;7;1;1
476915;0;0;5;2;45;3;30;1;16;1;2;1;1
233651;1;1;4;2;29;4;120;1;16;1;5;1;1
423208;0;0;4;2;15;2;180;2;1;1;7;1;1
226096;1;1;5;2;22;3;25;1;14;1;1;1;1
238694;0;0;11;2;12;1;20;2;10;6;7;0;1
422743;0;0;5;2;35;3;35;1;12;3;1;1;1
234063;2;1;2;2;16;3;10;2;13;1;5;1;1
422473;0;0;8;2;30;2;30;1;13;1;2;1;1
229786;1;1;3;2;20;2;25;1;16;1;1;1;1
231013;1;1;7;2;98;2;40;2;15;1;2;1;1
231425;1;1;7;2;25;2;10;2;15;1;2;1;1
234209;1;1;3;2;20;2;20;2;1;1;2;0;1
232150;1;1;3;2;20;4;80;1;16;6;1;1;1
422459;1;1;9;2;50;3;250;1;16;5;2;1;1
234192;1;1;6;2;10;2;12;1;18;6;1;0;1
221103;1;1;5;2;27;1;20;2;19;1;1;1;1
227719;2;1;2;2;26;2;25;1;16;1;1;0;1
470397;1;1;3;2;28;4;250;1;16;1;2;1;1
474492;1;1;2;2;20;2;80;1;11;1;5;1;1
236457;0;0;2;2;15;1;65;1;15;1;1;0;1
231317;1;1;4;2;30;3;45;1;16;1;2;1;1
235102;1;1;3;2;22;3;20;1;16;3;1;0;1
477929;0;0;7;2;40;1;45;2;1;3;1;0;1
478969;1;1;3;2;26;3;60;1;1;1;1;1;1
232358;2;1;3;2;16;3;25;1;19;5;1;0;1
231268;1;1;4;2;24;2;30;2;16;1;1;0;1
480395;1;1;3;2;25;4;90;1;11;5;4;0;1
225848;1;1;7;2;36;2;120;1;16;1;1;0;1
474631;0;0;3;2;18;2;30;1;13;5;6;1;1
225704;0;0;2;2;15;3;10;1;17;1;1;1;1
221102;1;1;4;2;24;3;90;2;19;1;1;0;1
224930;1;1;6;2;24;3;85;1;18;1;1;0;1
222185;1;1;3;2;20;4;35;1;17;1;1;0;1
227201;1;1;4;2;29;3;50;2;16;1;1;1;1
229528;1;1;5;2;15;2;60;2;12;1;3;0;1
235913;2;1;8;2;22;2;65;2;19;1;2;1;1
230643;0;0;2;2;20;2;5;1;15;1;1;1;1
420333;1;1;4;2;30;3;95;1;13;5;4;1;1
472733;0;0;3;2;25;2;12;2;13;2;1;0;1
226358;1;1;2;2;18;3;25;1;11;5;1;1;1
223898;3;1;2;2;12;3;60;2;16;1;1;1;1
420555;1;1;5;2;29;2;90;2;13;1;7;0;1
230817;1;1;6;2;24;2;15;1;18;1;1;0;1
481600;1;1;2;2;24;3;160;1;10;5;2;0;1
235828;1;1;11;2;18;3;150;2;14;1;1;1;1
226143;1;1;9;2;80;3;65;1;19;1;1;1;1
420170;1;1;4;2;22;3;30;2;13;1;1;1;1
227741;1;1;3;2;20;2;30;1;17;1;1;0;1
423387;0;0;3;2;25;2;20;1;11;5;1;1;1
232341;1;1;6;2;28;2;25;2;19;1;2;1;1
481394;0;0;4;2;31;2;22;1;16;1;1;1;1
223755;1;1;4;2;20;3;20;2;19;6;1;1;1
486715;0;0;4;2;25;1;20;2;11;5;1;1;1
223844;1;1;4;2;30;3;45;1;16;6;1;1;1
224219;1;1;2;2;22;3;100;1;15;1;5;1;1
236762;1;1;6;2;26;2;30;2;16;1;1;1;1
227380;2;1;6;2;34;4;100;1;14;1;5;0;1
487239;1;1;3;2;18;3;32;1;13;1;1;1;1
221664;1;1;5;2;24;2;48;1;19;1;1;0;1
222152;1;1;2;2;20;1;30;2;13;6;1;1;1
223061;1;1;2;2;16;3;60;1;16;1;5;1;1
230712;1;1;4;2;20;3;60;2;16;1;7;1;1
229392;1;1;4;2;30;2;60;1;15;1;5;0;1
224923;1;1;6;2;32;4;75;1;18;1;1;1;1
224972;1;1;7;2;24;4;24;1;18;1;2;1;1
231085;1;1;3;2;20;2;40;1;19;1;1;1;1
240620;1;1;11;2;18;2;30;2;12;1;5;0;1
422510;1;1;5;2;22;2;40;2;19;1;1;1;1
228264;1;1;7;2;33;3;100;1;18;1;1;1;1
225309;1;1;4;2;24;2;40;1;17;6;1;0;1
471589;0;0;3;2;25;1;30;2;12;1;7;0;1
224932;1;1;4;2;17;3;20;1;16;1;1;0;1
480289;1;1;3;2;20;3;10;1;15;1;1;1;1
229503;0;0;5;2;25;2;30;1;18;1;1;0;1
422437;1;1;4;2;22;2;25;1;13;1;1;0;1
227714;1;1;5;2;21;3;30;2;18;6;1;0;1
20880;1;1;8;2;32;4;30;1;19;1;2;1;0
21765;0;0;5;2;25;2;30;2;12;1;7;0;0
14744;1;1;4;2;25;3;25;1;15;1;1;0;0
10542;1;1;4;2;25;3;12;2;19;1;1;1;0
17855;1;1;3;2;20;2;25;1;13;5;1;0;0
19760;1;1;6;2;16;3;30;2;10;3;4;0;0
12604;0;0;2;2;25;2;14;2;12;1;1;1;0
157;1;1;4;2;22;3;60;1;18;1;1;1;0
5735;3;1;3;2;28;3;30;1;14;1;2;0;0
3382;1;1;3;2;24;2;50;1;12;1;5;0;0
13512;0;0;4;2;20;2;24;1;16;1;1;0;0
485224;1;1;11;2;16;2;40;2;14;1;1;0;0
3172;1;1;3;2;20;2;10;2;12;1;1;0;0
2559;1;1;3;2;16;4;30;1;11;5;2;1;0
15748;1;1;2;2;10;1;6;2;10;1;7;1;0
232614;1;1;8;2;38;3;360;1;19;2;1;1;0
22593;1;1;6;2;30;2;30;2;16;6;1;1;0
1349;1;1;5;2;26;3;75;2;18;1;1;1;0
18916;0;0;4;2;26;1;112;1;14;1;1;1;0
3071;2;1;6;2;20;2;120;2;12;5;1;0;0
22763;0;0;6;2;24;2;48;1;16;1;1;0;0
23026;1;1;4;2;24;3;45;2;10;1;7;0;0
3990;0;0;4;2;35;2;50;1;15;1;1;0;0
1271;1;1;4;2;20;3;30;2;16;1;1;0;0
2207;1;1;3;2;16;2;35;1;10;1;1;1;0
1614;1;1;1;2;16;3;65;1;12;1;1;1;0
2588;1;1;7;2;28;4;25;1;19;1;5;0;0
3360;1;1;3;2;20;2;20;1;14;1;1;0;0
14526;1;1;9;2;108;2;50;2;17;6;1;0;0
2081;1;1;3;2;19;4;50;1;15;1;1;1;0
11191;0;0;1;2;20;2;20;2;10;5;2;0;0
9129;0;0;4;2;20;2;20;2;17;3;1;0;0
473071;1;1;3;2;15;2;30;2;13;5;1;0;0
3157;2;1;4;2;24;3;100;2;14;1;5;0;0
19933;0;0;4;2;26;2;30;1;14;1;1;0;0
2576;0;0;5;2;18;4;85;1;13;1;2;0;0
6802;1;1;6;2;20;2;20;2;17;1;1;0;0
220719;1;1;9;2;40;3;38;2;18;1;5;0;0
20404;1;1;4;2;19;3;55;1;17;1;1;0;0
14825;1;1;3;2;30;3;20;1;16;5;2;1;0
226310;1;1;6;2;30;1;20;2;14;5;1;0;0
19832;1;1;4;2;20;3;25;1;15;1;1;1;0
225359;1;1;2;2;24;3;35;1;15;1;1;1;0
6730;0;0;4;2;20;1;10;1;17;3;1;0;0
2469;1;1;4;2;28;3;20;1;11;5;1;1;0
483495;1;1;3;2;20;2;10;2;16;3;4;0;0
1396;1;1;4;2;26;2;20;2;15;1;1;0;0
483756;3;1;2;2;18;2;20;1;17;1;5;1;0
2170;1;1;4;2;24;3;40;2;16;1;5;1;0
2125;1;1;1;2;16;3;60;2;14;1;1;1;0
22387;1;1;3;2;35;2;3;1;13;1;1;0;0
3002;1;1;4;2;27;3;30;1;14;1;1;0;0
6857;1;1;5;2;36;4;60;1;17;1;2;0;0
17842;1;1;4;2;30;2;35;1;11;5;1;0;0
1367;1;1;4;2;21;2;20;2;14;2;1;1;0
2923;1;1;3;2;20;2;15;2;12;1;3;1;0
483060;1;1;4;2;25;2;10;2;16;3;2;0;0
423150;0;0;6;2;25;2;120;2;11;1;1;0;0
485556;0;0;4;2;34;2;60;2;11;6;6;0;0
1587;1;1;11;2;30;2;10;1;16;1;1;0;0
9084;0;0;3;2;26;2;30;1;14;1;2;0;0
2556;1;1;11;2;26;2;200;2;11;1;7;0;0
8914;0;0;4;2;35;2;20;1;12;1;1;0;0
10825;0;0;6;2;16;2;25;1;16;1;1;0;0
13982;0;0;3;2;25;2;34;1;10;3;1;0;0
19793;1;1;3;2;16;2;15;2;14;1;5;0;0
484194;1;1;4;2;20;4;35;1;13;3;1;0;0
1062;1;1;3;2;15;2;15;2;13;1;2;0;0
18684;0;0;4;2;29;2;30;2;15;1;1;0;0
226719;1;1;5;2;32;2;15;1;18;1;1;0;0
16261;0;0;6;2;30;2;50;2;12;1;5;0;0
228786;1;1;6;2;34;3;50;2;15;1;1;0;1
478853;1;1;3;2;20;3;40;1;13;1;1;1;1
221390;0;0;4;2;17;2;30;1;14;1;1;1;1
228257;1;1;3;2;20;3;12;1;16;1;2;0;1
230880;1;1;4;2;20;3;30;2;10;4;1;1;1
422583;1;1;2;2;20;3;2;2;16;1;1;0;1
239067;1;1;7;2;25;1;20;2;17;1;1;1;1
230602;1;1;3;2;16;2;80;1;19;1;2;0;1
477763;1;1;2;2;20;2;15;2;16;1;1;1;1
226293;1;1;4;2;18;1;30;2;15;1;7;1;1
225152;0;0;2;2;20;2;25;1;1;6;2;1;1
229768;1;1;5;2;30;2;180;1;17;1;1;1;1
240588;1;1;4;2;35;3;60;1;19;6;2;1;1
481785;0;0;1;2;25;1;100;1;1;1;6;1;1
224949;0;0;4;2;25;1;40;2;16;5;1;1;1
228156;0;0;2;2;20;2;35;2;11;4;1;1;1
231528;0;0;4;2;30;2;300;2;19;1;5;0;1
479818;0;0;11;2;15;1;6;1;1;1;1;0;1
477222;1;1;11;2;32;2;90;2;10;1;7;0;1
470556;0;0;4;2;26;1;32;2;19;6;2;0;1
230092;2;1;2;2;24;2;30;2;16;1;1;1;1
480679;0;0;6;2;30;2;10;2;1;1;5;1;1
221443;0;0;2;2;22;2;15;2;1;5;3;1;1
225342;1;1;4;2;30;2;30;2;16;1;1;0;1
421411;0;0;4;2;15;2;30;1;13;1;1;1;1
235671;1;1;1;2;16;2;45;2;14;6;1;0;1
237368;0;0;3;2;25;1;6;2;15;1;1;0;1
480669;0;0;1;2;15;1;60;1;12;1;1;0;1
221411;0;0;2;2;8;1;90;2;14;1;6;0;1
227576;1;1;2;2;26;1;20;2;17;6;1;0;1
232754;0;0;4;2;22;2;35;1;17;1;1;1;1
475311;0;0;3;2;24;2;45;1;19;1;3;0;1
482602;1;1;2;2;17;2;30;2;15;1;1;0;1
481441;0;0;4;2;20;1;70;2;1;3;6;1;1
229818;1;1;11;2;35;2;100;1;16;6;3;0;1
484499;1;1;5;2;24;4;50;2;15;2;2;0;1
239558;1;1;3;2;25;1;15;2;16;1;1;0;1
230500;1;1;3;2;25;3;100;1;18;1;1;1;1
488504;1;1;4;2;22;1;30;2;14;5;1;0;1
220141;1;1;3;2;18;2;100;2;15;1;1;1;1
230598;0;0;3;2;25;2;100;2;18;1;1;1;1
232576;0;0;3;2;20;2;150;2;16;6;1;0;1
481267;0;0;4;2;20;2;30;2;12;1;1;0;1
483849;0;0;3;2;22;2;30;1;11;1;3;0;1
471873;0;0;3;2;25;1;15;2;1;6;6;0;1
227717;1;1;6;2;24;2;100;2;16;1;1;1;1
488331;1;1;1;2;16;2;15;1;15;1;2;0;1
474658;0;0;4;2;22;1;12;1;11;6;1;0;1
229459;0;0;4;2;15;2;30;1;12;6;1;1;1
470730;2;1;2;2;16;3;15;1;18;1;1;0;1
482711;0;0;3;2;20;1;100;2;11;3;1;0;1
226170;0;0;1;2;17;1;10;2;16;1;1;0;1
233435;1;1;4;2;22;1;20;2;16;1;1;1;1
225151;0;0;1;2;21;2;20;2;19;1;1;0;1
225699;0;0;2;2;25;1;25;1;17;1;1;0;1
23327;1;1;3;2;22;3;40;2;15;1;2;1;1
226174;0;0;1;2;18;1;30;1;16;1;1;0;1
422119;0;0;2;2;20;2;20;2;1;1;2;0;1
222919;1;1;3;2;30;1;30;2;16;1;1;0;1
232458;0;0;4;2;50;1;25;2;17;1;2;0;1
233089;2;1;2;2;24;2;60;2;12;1;2;0;1
220417;1;1;2;2;14;2;30;2;1;6;2;1;1
234722;1;1;4;2;30;2;50;2;13;1;4;0;1
471337;1;1;2;2;30;2;10;2;10;1;5;0;1
227227;1;1;4;2;26;1;20;2;18;6;1;0;1
475816;1;1;2;2;20;1;5;1;1;1;1;0;1
23175;1;1;1;2;20;2;45;2;12;1;2;1;1
226153;0;0;3;2;22;2;15;1;19;1;1;0;1
481455;0;0;1;2;18;2;20;1;14;1;1;0;1
479616;0;0;1;2;10;1;20;2;14;3;1;1;1
473471;0;0;1;2;16;1;26;1;1;6;7;0;1
228967;0;0;4;2;25;2;30;2;14;1;4;1;1
235134;1;1;4;2;20;3;50;2;11;2;2;1;1
475002;1;1;8;2;35;2;28;2;1;5;1;0;1
234441;1;1;8;2;15;2;45;2;18;1;5;0;1
422536;0;0;3;2;16;1;15;1;13;5;1;0;1
481731;1;1;4;2;40;2;20;1;1;1;7;0;1
223701;1;1;2;2;16;3;100;1;13;1;1;0;1
485893;1;1;4;2;26;2;10;2;17;1;2;0;1
224270;0;0;11;2;20;2;30;1;13;1;1;0;1
228746;1;1;2;2;16;1;20;1;13;1;5;1;1
227240;0;0;1;2;22;2;30;1;11;6;1;0;1
475688;0;0;1;2;24;2;60;2;1;1;1;0;1
225858;2;1;2;2;20;2;30;2;19;1;7;0;1
220329;1;1;3;2;26;2;52;2;13;1;5;1;1
489439;1;1;1;2;14;3;10;2;12;1;6;1;1
235639;1;1;4;2;25;1;15;2;18;3;1;0;1
225850;1;1;11;2;25;2;30;1;15;1;5;1;1
223453;1;1;2;2;19;2;30;2;14;1;5;0;1
471667;0;0;2;2;20;1;30;2;17;1;7;0;1
224984;0;0;3;2;20;2;50;2;13;1;1;0;1
229152;1;1;4;2;25;2;12;1;12;3;1;0;1
231496;2;1;3;2;20;2;60;2;15;1;5;0;1
421205;1;1;1;2;15;1;60;2;1;3;6;0;1
470448;1;1;2;2;19;3;14;1;19;1;5;1;1
234270;1;1;3;2;26;2;20;2;14;3;1;0;1
484893;0;0;3;2;21;2;10;1;17;1;1;0;1
470104;2;1;4;2;20;3;6;2;16;1;1;0;1
229737;0;0;2;2;25;1;25;2;16;6;1;0;1
230369;1;1;3;2;20;2;30;2;11;6;1;0;1
231440;1;1;4;2;18;2;30;1;16;1;1;0;1
473641;1;1;3;2;24;2;20;1;19;1;1;1;1
227336;0;0;2;2;20;2;40;1;14;3;1;0;1
420824;0;0;1;2;20;2;10;2;12;1;2;0;1
420624;1;1;3;2;25;1;20;2;17;1;1;0;1
421663;0;0;3;2;20;1;60;1;10;6;4;0;1
485169;2;1;4;2;19;3;30;2;18;1;1;1;1
475931;0;0;2;2;24;1;30;2;1;5;4;0;1
234400;2;1;3;2;20;2;25;2;14;1;5;0;1
225857;0;0;1;2;16;1;10;2;13;1;1;0;1
234592;1;1;11;2;28;1;15;1;19;3;1;0;1
470775;0;0;11;2;10;1;3;2;13;1;4;0;1
470069;0;0;1;2;16;2;30;1;15;3;1;0;1
233125;1;1;1;2;17;2;10;1;11;1;1;0;1
472617;0;0;1;2;16;2;30;1;13;1;5;0;1
234620;0;0;3;2;24;2;45;1;15;1;1;0;1
226408;1;1;4;2;16;3;20;1;13;1;1;0;1
235706;0;0;3;2;20;2;50;2;13;5;1;0;1
470228;1;1;2;2;18;2;45;2;13;1;2;0;1
471916;0;0;2;2;18;2;25;2;14;1;7;0;1
477524;0;0;1;2;22;3;60;1;13;1;5;0;1
478788;0;0;1;2;15;1;20;2;14;1;1;0;1
488478;0;0;2;2;25;2;30;2;13;3;5;0;1
228492;1;1;2;2;16;2;50;2;14;1;1;0;1
421179;0;0;2;2;26;2;20;1;1;1;2;0;1
422023;0;0;3;2;20;2;30;1;13;1;5;0;1
235338;1;1;2;2;18;2;15;1;19;1;1;0;1
238180;1;1;4;2;28;2;30;1;15;1;1;0;1
234784;1;1;4;2;20;2;15;2;19;1;7;0;1
472014;1;1;2;2;20;1;30;2;16;3;1;0;1
230542;1;1;3;2;22;2;60;1;14;1;1;0;1
236350;1;1;2;2;24;2;20;2;13;3;1;0;1
489098;1;1;1;2;20;1;12;2;15;1;1;0;1
236429;0;0;4;2;24;2;25;2;15;1;1;1;1
236602;1;1;3;2;20;2;30;2;16;1;1;0;1
227479;0;0;1;2;20;2;100;1;11;3;2;0;1
233354;1;1;4;2;26;2;50;2;1;3;6;0;1
472720;0;0;5;2;24;1;50;2;16;1;1;0;1
237949;1;1;4;2;40;1;30;2;1;5;4;0;1
220515;1;1;4;2;21;1;15;1;18;1;1;0;1
221082;0;0;2;2;16;2;100;2;17;1;5;0;1
240082;1;1;3;2;20;2;9;2;19;1;2;1;1
229497;1;1;2;2;20;1;50;2;19;1;1;0;1
237458;0;0;6;2;40;2;90;2;17;1;2;0;1
2685;1;1;3;2;20;1;10;2;19;6;5;1;0
3037;1;1;2;2;20;2;68;2;17;1;1;1;0
472486;0;0;3;2;20;1;30;1;10;1;1;0;0
15952;0;0;2;2;21;1;96;1;10;1;1;0;0
8040;1;1;3;2;20;2;50;2;18;1;1;0;0
15690;0;0;2;2;20;1;30;2;17;1;1;0;0
423012;1;1;4;2;20;2;17;2;16;5;4;1;0
452;1;1;3;2;16;2;16;2;1;3;6;1;0
14185;0;0;2;2;17;1;15;1;12;1;2;1;0
4973;0;0;5;2;30;1;25;2;16;6;1;0;0
1799;1;1;2;2;16;4;30;2;1;1;1;1;0
21146;1;1;4;2;25;1;20;2;1;6;1;1;0
11141;1;1;11;2;40;2;60;2;17;1;5;0;0
15029;0;0;3;2;20;2;200;2;10;3;1;0;0
12876;0;0;3;2;18;2;24;2;11;1;2;0;0
1694;3;1;3;2;23;3;30;2;1;1;2;1;0
18235;0;0;3;2;20;1;20;2;11;1;7;1;0
11154;0;0;3;2;20;1;35;2;14;1;2;1;0
2737;1;1;1;2;16;2;10;1;16;1;1;0;0
